Date,TYO,F,GM,HMC,STLA
2021-11-22,8.8,20.48,64.06,29.01,19.47
2021-11-23,8.9092,20.2,63.05,29.04,19.24
2021-11-24,8.83,20.25,62.19,28.56,18.78
2021-11-26,8.49,19.75,60.17,27.98,17.75
2021-11-29,8.53,19.67,59.86,27.59,17.53
2021-11-30,8.4,19.19,57.87,27.37,17.13
2021-12-01,8.35,19.58,58.06,27.73,17.68
2021-12-02,8.39,19.87,61.02,28.41,18.14
2021-12-03,8.24,19.14,59.71,28.22,17.79
2021-12-06,8.36,19.22,59.84,28.33,18.42
2021-12-07,8.45,19.96,61.53,28.89,18.78
2021-12-08,8.53,19.81,60.78,28.42,18.95
2021-12-09,8.4777,19.57,59.62,28.11,18.49
2021-12-10,8.46,21.45,63.21,28.47,18.82
2021-12-13,8.34,20.43,59.13,27.77,18.44
2021-12-14,8.39,20.05,58.4,28.0,18.42
2021-12-15,8.42,20.19,58.61,28.24,18.74
2021-12-16,8.35,20.35,58.39,28.15,18.95
2021-12-17,8.29,19.77,55.16,27.86,18.29
2021-12-20,8.3,19.42,54.04,27.36,18.0
2021-12-21,8.4,19.61,54.79,27.5,18.46
2021-12-22,8.38,20.14,56.08,27.57,18.7
2021-12-23,8.41,20.25,56.91,28.08,18.78
2021-12-27,8.43,20.8,57.43,28.21,19.11
2021-12-28,8.41,20.76,57.11,28.2,19.04
2021-12-29,8.53,20.56,57.23,28.18,18.89
2021-12-30,8.43,20.47,58.13,28.24,18.76
2021-12-31,8.47,20.77,58.63,28.45,18.76
2022-01-03,8.72,21.77,61.17,28.82,19.54
2022-01-04,8.71,24.31,65.74,29.49,20.29
2022-01-05,8.86,23.66,62.74,29.27,20.36
2022-01-06,8.92,24.46,62.87,29.73,20.87
2022-01-07,9.0,24.44,62.27,29.75,20.44
2022-01-10,9.01,23.85,61.07,29.67,20.54
2022-01-11,8.96,24.35,61.46,30.34,20.65
2022-01-12,8.92,24.47,61.03,30.64,21.12
2022-01-13,8.87,25.02,61.77,30.89,21.59
2022-01-14,9.03,25.19,61.1,30.69,21.76
2022-01-18,9.23,24.38,58.79,30.41,21.59
2022-01-19,9.15,22.45,56.24,29.78,21.45
2022-01-20,9.12,21.65,54.65,29.47,20.57
2022-01-21,8.93,20.65,53.28,29.78,20.24
2022-01-24,8.99,20.39,52.64,29.53,19.48
2022-01-25,9.02,19.98,51.9,29.82,18.8
2022-01-26,9.17,19.91,52.35,29.36,19.36
2022-01-27,9.07,19.55,51.45,28.99,19.35
2022-01-28,9.0,19.54,50.24,29.0,19.2
2022-01-31,9.03,20.3,52.73,29.55,19.29
2022-02-01,9.06,20.66,54.07,29.18,19.63
2022-02-02,9.0,20.63,53.5,29.77,19.9
2022-02-03,9.11,19.89,53.11,29.85,19.68
2022-02-04,9.29,17.96,51.29,29.61,19.0
2022-02-07,9.29,17.89,50.71,29.55,18.68
2022-02-08,9.38,17.72,49.46,29.6,18.86
2022-02-09,9.35,18.35,50.72,30.5,19.65
2022-02-10,9.61,18.08,50.34,30.76,19.1
2022-02-11,9.33,17.55,48.83,30.46,18.69
2022-02-14,9.51,17.46,48.4,30.66,18.4
2022-02-15,9.58,18.08,49.67,31.72,19.39
2022-02-16,9.52,18.01,50.43,31.97,19.67
2022-02-17,9.39,17.54,48.82,31.56,18.91
2022-02-18,9.3,18.04,48.6,31.87,18.9
2022-02-22,9.28,17.29,46.77,31.18,18.41
2022-02-23,9.42,16.95,46.38,30.77,19.17
2022-02-24,9.37,17.15,46.35,30.57,18.39
2022-02-25,9.38,17.83,47.43,31.05,19.15
2022-02-28,9.08,17.56,46.72,30.56,18.28
2022-03-01,8.77,16.7,44.52,29.82,16.82
2022-03-02,9.17,18.1,46.32,29.61,17.22
2022-03-03,9.046,17.6,44.9,28.83,16.47
2022-03-04,8.8,16.85,42.4,28.01,15.04
2022-03-07,8.88,15.97,39.83,26.68,13.79
2022-03-08,9.07,16.03,40.2,26.39,14.32
2022-03-09,9.23,16.37,42.28,27.27,15.97
2022-03-10,9.35,16.33,41.85,27.18,14.95
2022-03-11,9.37,16.04,41.51,26.45,14.59
2022-03-14,9.72,15.74,40.83,26.66,15.16
2022-03-15,9.72,16.06,42.13,27.16,15.49
2022-03-16,9.78,16.58,43.85,28.28,16.66
2022-03-17,9.83,16.58,43.66,28.24,16.41
2022-03-18,9.75,16.86,44.82,28.32,16.3
2022-03-21,10.12,16.48,43.61,28.23,16.19
2022-03-22,10.31,17.09,44.56,28.51,16.38
2022-03-23,10.11,16.68,43.78,28.37,15.81
2022-03-24,10.21,16.83,44.35,28.48,15.98
2022-03-25,10.56,16.47,43.65,28.44,15.86
2022-03-28,10.5,16.67,44.22,28.2,15.92
2022-03-29,10.34,17.75,46.26,29.05,17.08
2022-03-30,10.2,17.27,45.22,28.54,16.79
2022-03-31,10.17,16.91,43.74,28.26,16.27
2022-04-01,10.36,16.65,42.96,28.3,16.35
2022-04-04,10.38,16.66,43.18,28.47,16.35
2022-04-05,10.72,15.82,41.42,27.42,15.55
2022-04-06,10.85,15.39,39.5,26.84,14.94
2022-04-07,10.92,14.96,38.72,25.99,14.94
2022-04-08,11.11,15.05,39.35,26.06,14.85
2022-04-11,11.26,15.28,40.33,26.04,15.14
2022-04-12,11.1,15.36,40.04,25.68,14.9
2022-04-13,11.02,15.51,40.22,25.97,15.22
2022-04-14,11.35,15.48,40.13,25.75,15.0
2022-04-18,11.42,15.67,40.63,25.91,15.1
2022-04-19,11.64,16.15,42.08,26.22,14.47
2022-04-20,11.34,16.05,41.72,26.76,14.45
2022-04-21,11.56,15.7,40.71,26.45,14.38
2022-04-22,11.53,15.13,39.84,25.93,14.02
2022-04-25,11.28,15.19,39.82,26.46,14.0
2022-04-26,11.07,14.71,38.04,25.83,13.08
2022-04-27,11.28,14.85,38.66,25.69,13.29
2022-04-28,11.34,14.62,38.75,26.45,13.65
2022-04-29,11.5,14.16,37.91,26.25,13.37
2022-05-02,11.73,14.27,38.45,26.26,13.4
2022-05-03,11.68,14.56,39.94,26.58,13.73
2022-05-04,11.5,14.98,41.17,27.12,14.11
2022-05-05,11.82,14.53,39.95,26.35,13.42
2022-05-06,11.99,14.21,39.58,26.68,13.93
2022-05-09,11.76,13.37,38.26,25.7,13.3
2022-05-10,11.6,13.35,38.7,25.63,13.65
2022-05-11,11.44,12.83,37.27,24.73,13.57
2022-05-12,11.28,12.44,35.56,25.09,13.67
2022-05-13,11.46,13.5,38.21,25.63,14.37
2022-05-16,11.35,13.05,37.1,24.64,14.26
2022-05-17,11.57,13.53,38.1,25.2,14.57
2022-05-18,11.35,12.78,35.83,24.54,13.95
2022-05-19,11.21,12.85,36.12,25.01,14.26
2022-05-20,11.05,12.5,35.4,25.02,14.46
2022-05-23,11.25,12.83,36.0,25.26,14.51
2022-05-24,10.99,12.42,35.21,24.95,14.25
2022-05-25,10.88,12.71,35.98,24.57,14.35
2022-05-26,10.94,13.12,37.42,24.96,14.79
2022-05-27,10.88,13.63,38.57,25.15,14.8
2022-05-31,11.2,13.68,38.68,24.9,15.1
2022-06-01,11.42,13.55,38.27,25.44,15.2
2022-06-02,11.38,13.89,38.87,25.84,15.34
2022-06-03,11.44,13.5,37.61,24.96,14.79
2022-06-06,11.69,13.46,37.83,25.23,15.01
2022-06-07,11.56,13.74,38.37,25.59,14.95
2022-06-08,11.64,13.53,37.69,25.19,14.93
2022-06-09,11.72,13.28,36.65,25.28,14.4
2022-06-10,12.02,12.75,35.01,24.7,13.64
2022-06-13,12.71,11.81,32.28,23.98,13.0
2022-06-14,12.96,12.2,33.2,24.47,12.97
2022-06-15,12.41,12.27,34.18,24.92,13.52
2022-06-16,12.22,11.25,31.42,24.31,12.69
2022-06-17,12.2,11.23,31.88,24.35,12.9
2022-06-21,12.42,11.46,32.64,25.02,13.42
2022-06-22,11.94,11.48,32.83,25.13,13.14
2022-06-23,11.69,11.56,32.99,24.84,12.89
2022-06-24,11.86,12.01,34.82,25.04,13.25
2022-06-27,12.05,12.04,34.63,24.44,13.09
2022-06-28,12.02,11.81,33.99,24.78,12.84
2022-06-29,11.69,11.52,33.45,24.46,12.69
2022-06-30,11.47,11.13,31.76,24.15,12.36
2022-07-01,11.045,11.32,32.19,24.21,12.4
2022-07-05,10.93,11.2,32.37,23.61,11.71
2022-07-06,11.21,11.06,31.27,23.4,11.57
2022-07-07,11.42,11.65,32.66,24.08,12.29
2022-07-08,11.66,11.62,32.31,24.16,12.61
2022-07-11,11.35,11.29,30.87,23.92,12.19
2022-07-12,11.27,11.56,31.53,24.04,12.27
2022-07-13,11.13,11.51,31.72,24.42,12.18
2022-07-14,11.32,11.39,31.59,24.13,11.81
2022-07-15,11.2,11.88,32.87,24.62,12.09
2022-07-18,11.34,11.96,32.62,24.75,12.26
2022-07-19,11.45,12.59,34.4,25.5,13.04
2022-07-20,11.53,12.73,34.76,25.33,12.8
2022-07-21,11.1,13.0,35.13,25.64,13.0
2022-07-22,10.77,12.82,34.67,25.46,12.85
2022-07-25,10.84,12.84,34.52,25.62,13.08
2022-07-26,10.84,12.54,33.34,25.27,12.85
2022-07-27,10.77,13.19,34.68,25.39,13.39
2022-07-28,10.42,14.0,35.74,25.85,14.0
2022-07-29,10.47,14.69,36.26,25.72,14.38
2022-08-01,10.26,15.34,36.77,26.38,14.62
2022-08-02,10.67,15.16,36.13,26.02,14.55
2022-08-03,10.59,15.69,37.31,25.82,14.73
2022-08-04,10.4,15.37,36.23,25.36,14.61
2022-08-05,10.89,15.3,36.06,25.02,14.62
2022-08-08,10.7,15.78,37.56,25.23,15.09
2022-08-09,10.7795,15.19,36.62,24.99,14.72
2022-08-10,10.74,15.5,37.95,26.79,15.07
2022-08-11,11.0,15.83,38.46,27.0,15.21
2022-08-12,10.86,16.18,39.48,27.04,15.43
2022-08-15,10.73,16.32,39.4,27.23,15.27
2022-08-16,10.8,16.43,38.99,26.95,15.28
2022-08-17,10.99,16.03,38.4,27.25,14.99
2022-08-18,10.96,16.15,38.72,27.19,15.08
2022-08-19,11.2,15.88,39.7,27.05,14.53
2022-08-22,11.39,15.08,38.55,26.66,13.66
2022-08-23,11.48,15.32,38.56,26.63,14.01
2022-08-24,11.61,15.52,39.25,26.93,14.07
2022-08-25,11.39,15.93,40.39,27.03,14.18
2022-08-26,11.44,15.41,39.23,26.34,13.61
2022-08-29,11.63,15.57,39.51,26.8,13.81
2022-08-30,11.64,15.45,39.13,26.65,13.63
2022-08-31,11.81,15.24,38.21,26.52,13.4
2022-09-01,12.06,15.19,38.56,26.12,13.27
2022-09-02,11.87,15.16,38.47,26.17,13.09
2022-09-06,12.25,15.03,38.71,25.57,12.8
2022-09-07,12.03,15.43,40.11,25.77,13.24
2022-09-08,12.17,15.47,40.5,25.55,13.07
2022-09-09,12.13,15.42,41.29,25.95,13.41
2022-09-12,12.27,15.54,42.05,26.08,13.93
2022-09-13,12.46,14.74,40.53,25.19,13.41
2022-09-14,12.43,14.66,40.62,25.04,13.62
2022-09-15,12.55,14.89,40.66,24.79,13.54
2022-09-16,12.52,14.72,39.97,24.57,13.47
2022-09-19,12.66,14.93,41.39,24.84,13.61
2022-09-20,12.87,13.09,39.06,24.39,13.13
2022-09-21,12.75,13.05,37.68,23.8,13.0
2022-09-22,13.32,12.77,37.38,23.95,12.78
2022-09-23,13.24,12.31,35.48,23.52,12.16
2022-09-26,13.96,11.99,35.04,22.81,12.24
2022-09-27,14.19,11.91,34.71,22.84,12.31
2022-09-28,13.24,12.18,35.25,22.93,12.58
2022-09-29,13.47,11.47,33.26,22.19,11.98
2022-09-30,13.53,11.2,32.09,21.59,11.84
2022-10-03,13.11,11.47,32.87,22.38,12.23
2022-10-04,12.98,12.36,35.8,22.94,12.88
2022-10-05,13.4,12.51,34.84,22.64,12.55
2022-10-06,13.61,12.36,34.63,22.52,12.29
2022-10-07,13.84,12.2,33.62,22.31,11.93
2022-10-10,14.06,11.36,32.29,22.07,11.86
2022-10-11,13.94,11.56,32.09,21.92,11.81
2022-10-12,13.84,11.54,32.2,21.76,11.77
2022-10-13,14.03,11.77,32.76,22.3,12.3
2022-10-14,14.2,11.67,32.89,22.02,12.1
2022-10-17,14.18,11.83,33.57,22.2,12.57
2022-10-18,14.13,12.03,34.25,21.94,12.92
2022-10-19,14.53,12.13,33.63,21.77,12.66
2022-10-20,14.86,11.77,33.44,21.67,12.76
2022-10-21,14.77,12.19,35.0,22.0,13.04
2022-10-24,14.84,12.48,35.72,22.02,13.41
2022-10-25,14.34,12.83,37.01,22.52,13.44
2022-10-26,14.06,12.82,37.86,22.78,13.62
2022-10-27,13.82,13.0,38.16,22.59,13.55
2022-10-28,14.04,13.26,38.85,22.83,13.57
2022-10-31,14.18,13.37,39.25,22.82,13.52
2022-11-01,14.25,13.4,39.35,22.97,13.73
2022-11-02,14.28,13.06,38.52,22.97,13.37
2022-11-03,14.5,13.26,38.51,22.87,12.91
2022-11-04,14.61,13.51,39.0,23.45,13.54
2022-11-07,14.76,13.7,39.39,23.49,13.8
2022-11-08,14.44,13.72,39.05,23.69,13.8
2022-11-09,14.32,13.31,38.06,22.36,13.59
2022-11-10,13.33,14.18,39.74,23.44,14.46
2022-11-11,13.4,14.5,41.12,23.98,14.87
2022-11-14,13.52,14.06,39.93,23.6,14.8
2022-11-15,13.22,14.3,40.24,23.79,14.87
2022-11-16,12.94,13.9,38.47,23.54,14.83
2022-11-17,13.21,13.91,38.64,23.58,14.75
2022-11-18,13.4,13.99,39.77,23.78,14.93
2022-11-21,13.39,13.95,39.52,23.65,14.91
2022-11-22,13.18,14.07,39.97,23.98,15.19
2022-11-23,12.99,14.03,40.11,24.11,15.04
2022-11-25,13.0104,14.08,40.46,24.43,15.21
2022-11-28,12.95,13.73,39.38,24.21,15.04
2022-11-29,13.12,13.75,39.75,24.1,15.21
2022-11-30,12.85,13.9,40.56,24.5,15.62
2022-12-01,12.38,14.08,40.43,24.6,15.72
2022-12-02,12.34,13.86,39.9,24.17,15.37
2022-12-05,12.69,13.38,38.79,23.79,15.25
2022-12-06,12.5,13.28,38.02,23.7,15.17
2022-12-07,12.15,13.1,37.96,23.85,15.21
2022-12-08,12.41,13.12,38.2,23.89,14.84
2022-12-09,12.64,13.18,38.28,23.94,14.44
2022-12-12,12.72,13.46,38.49,24.02,14.58
2022-12-13,12.4,13.57,38.77,24.32,14.64
2022-12-14,12.26,13.48,38.36,24.07,14.71
2022-12-15,12.23,13.03,37.62,23.78,14.44
2022-12-16,12.33,12.12,36.15,23.57,14.14
2022-12-19,12.64,11.69,35.42,23.49,14.21
2022-12-20,12.885,11.47,35.2,23.45,14.07
2022-12-21,12.86,11.78,35.9,22.96,14.33
2022-12-22,12.88,11.31,33.53,22.94,13.88
2022-12-23,13.04,11.36,33.83,23.12,14.05
2022-12-27,13.36,11.2,33.32,22.92,14.0
2022-12-28,13.45,10.95,32.53,22.35,13.85
2022-12-29,13.3,11.54,33.67,22.9,14.34
2022-12-30,13.44,11.63,33.64,22.86,14.2
2023-01-03,13.16,11.68,33.82,23.27,14.59
2023-01-04,12.8709,12.01,34.69,23.49,15.06
2023-01-05,12.92,12.25,35.0,23.27,15.17
2023-01-06,12.46,12.58,35.91,23.96,15.45
2023-01-09,12.37,12.69,35.92,24.13,15.62
2023-01-10,12.57,12.84,37.11,24.08,15.87
2023-01-11,12.33,13.22,37.82,23.89,15.8
2023-01-12,12.06,13.43,38.33,24.1,16.03
2023-01-13,12.23,12.72,36.51,23.58,15.42
2023-01-17,12.34,12.67,36.61,23.98,15.45
2023-01-18,11.87,12.41,36.44,23.8,15.28
2023-01-19,11.91,12.18,35.73,23.66,15.13
2023-01-20,12.18,12.4,35.35,23.95,15.2
2023-01-23,12.32,12.8,36.44,24.16,15.28
2023-01-24,12.1,12.74,36.2,23.95,15.23
2023-01-25,12.05,12.79,36.32,24.09,15.25
2023-01-26,12.2,12.92,36.48,24.27,15.39
2023-01-27,12.2784,13.27,37.95,24.59,15.54
2023-01-30,12.36,12.89,36.29,24.34,15.1
2023-01-31,12.2,13.51,39.32,24.82,15.72
2023-02-01,11.93,13.79,39.3,25.31,16.08
2023-02-02,11.9509,14.32,41.5,25.19,16.6
2023-02-03,12.35,13.23,41.13,24.6,16.33
2023-02-06,12.69,13.14,41.34,24.6,16.17
2023-02-07,12.7742,13.45,41.4,24.86,16.27
2023-02-08,12.64,13.42,41.57,24.41,16.18
2023-02-09,12.79,13.49,41.63,24.54,16.75
2023-02-10,13.03,12.73,41.35,25.13,16.4
2023-02-13,12.93,13.09,42.02,25.44,16.67
2023-02-14,13.1085,12.97,42.43,25.2,16.81
2023-02-15,13.25,12.93,42.95,25.22,17.01
2023-02-16,13.38,12.91,43.1,25.31,16.94
2023-02-17,13.26,12.89,43.17,25.54,17.29
2023-02-21,13.69,12.2,41.13,25.9,16.66
2023-02-22,13.66,12.21,40.89,25.82,17.27
2023-02-23,13.51,12.07,39.25,25.89,18.02
2023-02-24,13.75,11.88,39.18,25.75,17.57
2023-02-27,13.67,12.06,39.31,26.17,17.61
2023-02-28,13.5865,12.07,38.74,25.97,17.52
2023-03-01,13.92,12.32,38.72,26.21,18.26
2023-03-02,14.11,12.55,39.53,26.09,18.35
2023-03-03,13.8,13.08,41.01,26.7,18.83
2023-03-06,13.81,12.98,40.45,26.6,18.65
2023-03-07,13.81,12.83,39.74,26.4,18.43
2023-03-08,13.87,12.98,39.76,26.55,18.51
2023-03-09,13.64,12.45,37.82,26.4,17.97
2023-03-10,12.85,12.1,36.52,26.26,17.6
2023-03-13,12.44,12.03,35.76,25.72,17.35
2023-03-14,12.79,11.93,35.6,25.41,17.53
2023-03-15,12.19,11.71,34.33,24.89,16.87
2023-03-16,12.58,11.82,34.61,25.5,17.12
2023-03-17,12.03,11.3,33.38,24.93,16.79
2023-03-20,12.29,11.18,33.62,25.25,16.96
2023-03-21,12.4536,11.72,35.1,25.53,17.42
2023-03-22,11.96,11.48,34.05,25.53,17.31
2023-03-23,11.79,11.42,33.74,25.64,17.36
2023-03-24,11.74,11.51,33.71,25.7,17.25
2023-03-27,12.19,11.52,34.45,25.87,17.56
2023-03-28,12.21,11.6,34.22,25.86,17.59
2023-03-29,12.27,12.05,35.7,26.13,17.77
2023-03-30,12.28,12.29,35.99,26.22,18.01
2023-03-31,12.04,12.6,36.68,26.49,18.19
2023-04-03,11.8908,12.68,36.27,26.79,18.17
2023-04-04,11.67,12.72,35.74,26.92,17.98
2023-04-05,11.52,12.43,35.09,26.58,17.58
2023-04-06,11.52,12.33,34.59,26.13,17.65
2023-04-10,11.8723,12.72,35.73,26.36,17.84
2023-04-11,11.9199,12.87,35.41,26.52,18.25
2023-04-12,11.83,12.67,34.62,26.44,18.4
2023-04-13,11.92,12.46,34.53,26.57,18.7
2023-04-14,12.1175,12.52,34.49,26.1,18.86
2023-04-17,12.36,12.68,35.14,26.4,18.67
2023-04-18,12.3,12.73,35.33,26.38,18.77
2023-04-19,12.36,12.22,34.58,26.18,18.51
2023-04-20,12.2,11.87,33.54,25.96,17.71
2023-04-21,12.2704,11.81,33.55,25.92,17.68
2023-04-24,12.1153,12.16,34.29,26.15,16.42
2023-04-25,11.7603,11.77,32.91,25.87,16.08
2023-04-26,11.89,11.54,32.22,25.8,16.11
2023-04-27,12.1539,11.61,32.72,26.49,16.42
2023-04-28,11.87,11.88,33.04,26.58,16.63
2023-05-01,12.28,12.06,33.48,26.39,16.65
2023-05-02,11.82,11.8,33.08,26.17,16.33
2023-05-03,11.6073,11.79,32.48,26.19,15.89
2023-05-04,11.59,11.56,31.69,26.03,15.87
2023-05-05,11.8105,11.99,33.26,26.75,16.3
2023-05-08,12.02,12.02,33.66,26.79,16.41
2023-05-09,12.06,11.86,33.28,26.97,16.3
2023-05-10,11.79,11.89,33.08,27.02,16.39
2023-05-11,11.68,11.87,33.12,27.59,16.29
2023-05-12,11.92,11.67,32.4,27.75,16.2
2023-05-15,11.99,11.64,32.37,27.6,16.1
2023-05-16,12.14,11.25,31.54,27.9,15.84
2023-05-17,12.27,11.5,32.44,28.22,16.13
2023-05-18,12.46,11.64,32.9,28.29,16.45
2023-05-19,12.66,11.65,32.66,28.2,16.78
2023-05-22,12.72,11.63,32.86,28.56,16.54
2023-05-23,12.68,11.73,33.42,28.37,16.25
2023-05-24,12.78,11.33,32.28,28.23,15.74
2023-05-25,13.03,11.38,32.41,28.74,15.65
2023-05-26,12.98,12.09,33.29,28.67,15.9
2023-05-30,12.68,12.59,33.36,28.87,15.74
2023-05-31,12.54,12.0,32.41,28.41,15.3
2023-06-01,12.4251,12.11,33.02,28.84,15.48
2023-06-02,12.75,12.39,34.28,29.59,15.87
2023-06-05,12.77,12.59,34.13,29.83,15.75
2023-06-06,12.74,12.93,35.24,30.72,15.84
2023-06-07,13.0,13.59,36.22,29.93,16.04
2023-06-08,12.7549,13.58,35.85,30.03,16.33
2023-06-09,12.92,13.74,36.23,30.74,16.24
2023-06-12,12.8521,13.78,36.67,31.05,16.44
2023-06-13,13.12,14.13,37.65,31.81,16.81
2023-06-14,13.1,14.2,37.36,32.48,16.98
2023-06-15,12.82,14.45,38.03,32.0,17.16
2023-06-16,12.9605,14.42,37.96,31.32,17.34
2023-06-20,12.86,14.22,37.32,30.47,16.88
2023-06-21,12.73,14.02,37.01,31.12,16.82
2023-06-22,12.94,14.19,36.66,30.96,16.63
2023-06-23,12.79,14.02,36.18,30.15,16.46
2023-06-26,12.7189,14.11,36.7,29.96,16.6
2023-06-27,12.8503,14.41,37.48,30.22,16.9
2023-06-28,12.69,14.79,38.19,30.55,16.92
2023-06-29,13.1,14.95,38.2,30.37,17.45
2023-06-30,13.04,15.13,38.56,30.31,17.54
2023-07-03,13.175,15.24,38.96,30.67,17.81
2023-07-05,13.3991,15.35,39.42,30.45,17.55
2023-07-06,13.71,14.98,39.46,30.1,17.36
2023-07-07,13.7803,14.98,39.61,30.18,17.74
2023-07-10,13.5807,15.07,39.64,29.85,17.9
2023-07-11,13.5,15.23,39.97,29.94,18.0
2023-07-12,13.14,15.22,40.41,30.25,18.48
2023-07-13,12.791,15.19,40.5,30.39,18.91
2023-07-14,12.9995,14.98,40.0,30.23,18.76
2023-07-17,12.9516,14.09,38.75,30.16,18.66
2023-07-18,12.9,14.17,39.13,30.75,18.74
2023-07-19,12.77,14.1,39.23,30.98,18.55
2023-07-20,13.0826,14.03,39.26,30.92,18.5
2023-07-21,13.08,13.93,38.55,31.18,18.35
2023-07-24,13.19,13.96,39.3,31.57,18.51
2023-07-25,13.2582,13.58,37.92,31.61,18.51
2023-07-26,13.13,13.67,38.29,31.54,19.17
2023-07-27,13.5597,13.73,38.97,31.53,19.8
2023-07-28,13.42,13.26,38.05,31.79,20.55
2023-07-31,13.4291,13.21,38.37,31.92,20.55
2023-08-01,13.6426,13.42,38.12,31.93,20.12
2023-08-02,13.7,13.04,37.39,31.47,19.67
2023-08-03,14.06,13.1,36.92,30.79,19.57
2023-08-04,13.61,12.89,36.57,30.85,19.43
2023-08-07,13.77,12.94,37.09,31.19,19.58
2023-08-08,13.5395,12.88,36.84,31.15,19.34
2023-08-09,13.5106,12.73,36.26,32.0,19.12
2023-08-10,13.81,12.16,34.16,31.97,18.77
2023-08-11,14.07,12.14,33.89,31.88,18.41
2023-08-14,14.1352,12.2,34.07,30.88,18.41
2023-08-15,14.23,11.98,33.3,30.71,18.14
2023-08-16,14.37,11.81,32.82,30.2,17.92
2023-08-17,14.43,11.83,32.92,30.23,17.75
2023-08-18,14.3281,11.96,33.12,30.35,17.82
2023-08-21,14.67,11.97,33.27,30.66,18.13
2023-08-22,14.615,11.87,32.93,30.8,18.09
2023-08-23,14.13,11.96,33.56,31.51,18.2
2023-08-24,14.34,11.75,32.88,30.88,17.86
2023-08-25,14.3446,11.91,32.95,31.12,18.18
2023-08-28,14.25,11.9,33.12,31.88,18.3
2023-08-29,13.94,12.05,33.46,31.86,18.85
2023-08-30,13.94,12.03,33.39,31.85,18.72
2023-08-31,13.9083,12.13,33.51,32.33,18.55
2023-09-01,14.25,12.14,33.54,32.33,18.23
2023-09-05,14.45,12.09,33.28,32.97,18.26
2023-09-06,14.53,12.07,32.82,33.43,18.16
2023-09-07,14.415,11.96,32.57,33.46,18.09
2023-09-08,14.41,12.3,32.95,33.55,18.23
2023-09-11,14.5,12.22,32.62,33.99,18.69
2023-09-12,14.4455,12.45,33.47,34.33,19.03
2023-09-13,14.4065,12.64,33.66,34.5,18.95
2023-09-14,14.52,12.62,33.66,35.6,18.84
2023-09-15,14.61,12.61,33.95,35.34,19.25
2023-09-18,14.63,12.34,33.34,35.22,18.94
2023-09-19,14.6827,12.56,33.96,36.67,19.34
2023-09-20,14.7182,12.36,33.2,36.13,19.67
2023-09-21,15.0493,12.2,32.71,35.24,19.33
2023-09-22,14.91,12.43,32.58,35.23,19.35
2023-09-25,15.21,12.58,33.06,35.21,19.24
2023-09-26,15.28,12.43,32.26,34.73,18.84
2023-09-27,15.51,12.39,32.35,34.99,18.81
2023-09-28,15.39,12.56,33.16,34.84,19.27
2023-09-29,15.39,12.42,32.97,33.64,19.13
